3/4_sprint,3p%,3pa_rate,3pm-3pa,ast,ast/to,ast/usg,birth_date,blk,bpm,dbpm,draft_age,draft_position,draft_year,drtg,dws/40,effective_fg%,fg%,fgm-fga,ft%,fta_rate,ftm-fta,g,height,high_school,home_town,lane_agility,max_vertical,mp,name,nation,obpm,ortg,ows/40,per,pf,position,pre-draft_team,proj_nba_3p%,pts,reb,school_year,shuttle,standing_reach,stl,title,to,true_shooting_%,url,usg%,weight,wingspan,ws/40
3.45,.266,.489,1.9-7.3,1.9,0.74,0.42,"Nov 18, 2002",1.0,-1.8,-1.0,19.58 yrs,28th,2022,102.7,.051,.408,.344,5.2-15.0,.743,.267,3.0-4.0,11,"6'10.25"" (7'1.75"" wingspan)",Hamilton High School,"Sussex, WI",12.25,"26.5""",36.0,Patrick Baldwin Jr.,USA,-0.8,89.3,.000,13.9,1.9,SF/PF,Milwaukee,.356,15.2,7.3,Freshman,3.3,"9'2.5""",1.0,Patrick Baldwin Jr. 2022 Draft Profile | Tankathon,2.6,.450,https://tankathon.com/players/patrick-baldwin-jr,28.3,231 lbs,"7'1.75""",.051
,.358,.406,2.0-5.7,3.5,1.17,0.67,"Feb 13, 2002",0.6,7.2,1.6,20.35 yrs,5th,2022,102.5,.049,.533,.460,6.5-14.0,.744,.469,4.9-6.6,36,"6'4""",La Lumiere School,"South Bend, IN",,,36.0,Jaden Ivey,USA,5.7,114.7,.131,22.5,2.0,SG,Purdue,.359,19.8,5.6,Sophomore,,,1.0,Jaden Ivey 2022 Draft Profile | Tankathon,3.0,.579,https://tankathon.com/players/jaden-ivey,28.7,200 lbs,,.180
,.306,.246,1.3-4.1,2.2,0.93,0.46,"Feb 27, 2002",0.8,8.9,3.0,20.31 yrs,10th,2022,95.8,.075,.464,.427,7.1-16.7,.791,.398,5.3-6.7,31,"6'5.75"" (6'8.5"" wingspan)",La Crosse Central High School,"La Crosse, WI",,,36.0,Johnny Davis,USA,5.8,105.8,.094,24.3,2.1,SG,Wisconsin,.351,20.8,8.7,Sophomore,,"8'7.5""",1.2,Johnny Davis 2022 Draft Profile | Tankathon,2.4,.523,https://tankathon.com/players/johnny-davis,32.5,196 lbs,"6'8.5""",.170
3.07,.383,.531,1.7-4.5,1.3,0.95,0.41,"Jun 1, 2002",0.7,,,20.05 yrs,36th,2022,111.2,,.624,.522,4.4-8.5,.784,.451,3.0-3.8,26,"6'7.75"" (6'8"" wingspan)",,"Como, Italy",11.02,"35.0""",36.0,Gabriele Procida,Italy,,124.1,,17.45,1.9,SG/SF,,.360,13.6,5.9,International,3.14,"8'10""",1.6,Gabriele Procida 2022 Draft Profile | Tankathon,1.4,.660,https://tankathon.com/players/gabriele-procida,15.89,193 lbs,"6'8""",
3.27,.000,.010,0.0-0.1,2.0,0.86,0.47,"Jun 20, 2000",3.9,10.5,5.3,22.00 yrs,33rd,2022,88.6,.102,.635,.635,7.0-11.0,.735,.472,3.8-5.2,37,"7'0"" (7'5.25"" wingspan)",Sierra Canyon School,"Douala, Cameroon",11.3,"33.5""",36.0,Christian Koloko,Cameroon,5.2,127.3,.145,28.0,3.9,C,Arizona,.322,17.8,10.3,Junior,3.19,"9'5""",1.1,Christian Koloko 2022 Draft Profile | Tankathon,2.3,.661,https://tankathon.com/players/christian-koloko,20.7,221 lbs,"7'5.25""",.251
3.26,.374,.297,1.6-4.2,2.7,1.04,0.56,"Dec 18, 2000",2.8,11.8,3.3,21.50 yrs,41st,2022,100.0,.060,.546,.490,6.9-14.0,.765,.534,5.7-7.5,32,"6'7"" (6'11.75"" wingspan)",Belleville West,"Belleville, IL",11.11,"38.0""",36.0,E.J. Liddell,USA,8.5,120.6,.173,30.5,2.7,PF,Ohio State,.354,21.1,8.6,Junior,3.23,"8'7.5""",0.6,E.J. Liddell 2022 Draft Profile | Tankathon,2.6,.598,https://tankathon.com/players/e-j-liddell,30.5,243 lbs,"6'11.75""",.237
3.07,.311,.304,1.5-4.9,4.0,1.62,0.71,"Jul 3, 2002",0.3,5.4,2.0,19.96 yrs,44th,2022,95.1,.079,.515,.468,7.5-16.1,.802,.327,4.2-5.2,34,"6'3.25"" (6'9.75"" wingspan)",Dakota High School,"Macomb, MI",11.26,"36.5""",36.0,Ryan Rollins,USA,3.4,114.0,.130,24.7,2.7,SG,Toledo,.357,20.8,6.6,Sophomore,3.28,"8'4.5""",1.9,Ryan Rollins 2022 Draft Profile | Tankathon,2.5,.559,https://tankathon.com/players/ryan-rollins,28.9,179 lbs,"6'9.75""",.209
3.26,.301,.388,1.1-3.5,6.0,1.51,1.56,"Oct 3, 2002",0.5,5.2,1.9,19.71 yrs,53rd,2022,105.4,.038,.521,.463,4.2-9.0,.728,.379,2.5-3.4,33,"6'2.5"" (6'6.5"" wingspan)",Calhoun High School,"Latohatchee, AL",11.38,"37.0""",36.0,JD Davison,USA,3.3,104.5,.056,16.0,1.7,PG,Alabama,.339,11.9,6.6,Freshman,3.23,"8'3.5""",1.4,JD Davison 2022 Draft Profile | Tankathon,4.0,.558,https://tankathon.com/players/jd-davison,18.8,192 lbs,"6'6.5""",.099
3.17,.416,.277,1.4-3.4,2.4,1.19,0.60,"May 12, 2003",0.3,5.7,0.9,19.10 yrs,20th,2022,107.1,.034,.556,.498,6.1-12.2,.833,.299,3.0-3.6,32,"6'5.5"" (6'10"" wingspan)",St. Vincent–St. Mary High School,"Columbus, OH",11.38,"35.0""",36.0,Malaki Branham,USA,4.8,117.3,.122,20.4,2.1,SG,Ohio State,.363,16.6,4.3,Freshman,3.09,"8'6.5""",0.9,Malaki Branham 2022 Draft Profile | Tankathon,2.1,.596,https://tankathon.com/players/malaki-branham,24.1,195 lbs,"6'10""",.152
,,.000,0.0-0.0,1.5,0.49,0.37,"Jan 15, 2002",1.6,,,20.42 yrs,39th,2022,107.5,,.621,.621,5.8-9.3,.566,.576,3.0-5.4,54,"6'11""",,"Guereo, Senegal",,,36.0,Khalifa Diop,Senegal,,111.4,,16.96,6.3,C,,.299,14.6,9.4,International,,,1.0,Khalifa Diop 2022 Draft Profile | Tankathon,3.0,.615,https://tankathon.com/players/khalifa-diop,19.32,231 lbs,,
,.420,.440,2.9-6.9,2.5,1.08,0.51,"May 13, 2003",1.3,11.1,3.8,19.10 yrs,3rd,2022,90.7,.094,.521,.429,6.7-15.7,.799,.384,4.8-6.0,34,"6'10""",Sandy Creek High School,"Tyrone, GA",,,36.0,Jabari Smith,USA,7.4,116.5,.131,25.1,2.6,PF,Auburn,.382,21.2,9.3,Freshman,,,1.4,Jabari Smith 2022 Draft Profile | Tankathon,2.3,.570,https://tankathon.com/players/jabari-smith,27.6,210 lbs,,.229
3.19,.252,.237,0.8-3.3,3.8,1.52,0.86,"Dec 3, 1999",0.4,6.3,1.2,22.54 yrs,,2022,103.1,.048,.483,.454,6.4-14.1,.868,.403,4.9-5.7,34,"6'3.25"" (6'8"" wingspan)",Veritas National Prep School,"Panama City, Panama",11.23,"38.0""",36.0,Iverson Molinar,Panama,5.1,113.5,.117,21.3,1.6,SG/PG,Mississippi State,.352,18.5,3.2,Junior,3.1,"8'5""",1.2,Iverson Molinar 2022 Draft Profile | Tankathon,2.5,.553,https://tankathon.com/players/iverson-molinar,27.4,183 lbs,"6'8""",.166
3.22,.438,.270,1.6-3.7,3.1,1.24,0.69,"Mar 27, 2001",1.2,11.1,2.3,21.23 yrs,23rd,2022,97.0,.071,.630,.571,7.8-13.7,.691,.391,3.7-5.4,31,"6'6"" (6'11.5"" wingspan)",Breck School,"Minneapolis, MN",10.75,"35.5""",36.0,David Roddy,USA,8.7,121.9,.172,30.3,2.5,SF,Colorado State,.348,21.0,8.3,Junior,3.1,"8'9""",1.3,David Roddy 2022 Draft Profile | Tankathon,2.5,.645,https://tankathon.com/players/david-roddy,28.8,261 lbs,"6'11.5""",.247
,.296,.384,1.1-3.9,2.5,1.13,0.63,"May 20, 2003",1.0,8.0,4.4,19.08 yrs,9th,2022,89.8,.101,.531,.474,4.8-10.1,.589,.427,2.5-4.3,30,"6'9""",La Lumiere School,"Milton Keynes, UK",,,36.0,Jeremy Sochan,Poland,3.6,111.7,.085,19.6,3.3,SF/PF,Baylor,.321,13.2,9.1,Freshman,,,1.8,Jeremy Sochan 2022 Draft Profile | Tankathon,2.2,.546,https://tankathon.com/players/jeremy-sochan,19.6,230 lbs,,.180
3.14,.337,.361,2.2-6.6,2.1,1.37,0.40,"Jun 29, 2001",1.2,6.2,1.6,20.97 yrs,,2022,97.5,.072,.475,.414,7.5-18.1,.781,.213,3.0-3.9,31,"6'7.75"" (6'10"" wingspan)",Bishop Loughlin Memorial High School,"Brooklyn, NY",11.39,"34.5""",36.0,Julian Champagnie,USA,4.5,107.1,.083,21.6,1.6,SF,St. John's,.366,20.2,7.0,Junior,3.04,"8'11""",2.1,Julian Champagnie 2022 Draft Profile | Tankathon,1.6,.507,https://tankathon.com/players/julian-champagnie,27.7,212 lbs,"6'10""",.155
,.200,.052,0.2-0.8,3.7,0.90,0.72,"Aug 14, 2002",1.0,7.0,2.1,19.85 yrs,,2022,89.8,.099,.544,.539,8.4-15.6,.672,.474,5.0-7.4,33,"6'7""",Memorial High School,"Port Arthur, TX",,,36.0,Kenneth Lofton Jr.,USA,4.9,110.6,.130,29.9,3.6,PF,Louisiana Tech,.310,22.0,14.0,Sophomore,,,1.5,Kenneth Lofton Jr. 2022 Draft Profile | Tankathon,4.1,.574,https://tankathon.com/players/kenneth-lofton-jr,32.6,275 lbs,,.234
3.33,,,,,,,"May 26, 2003",,,,19.07 yrs,,2022,,,,,,,,,,"6'9.75"" (7'3"" wingspan)",Dumont High School,"Dumont, NJ",11.29,"34.0""",,Dominick Barlow,USA,,,,,,PF,Overtime Elite,,,,Overtime Elite,3.19,"9'0.5""",,Dominick Barlow 2022 Draft Profile | Tankathon,,,https://tankathon.com/players/dominick-barlow,,221 lbs,"7'3""",
3.29,.341,.181,0.5-1.6,2.5,1.09,0.72,"May 11, 2003",0.5,7.4,3.6,19.11 yrs,48th,2022,95.2,.078,.615,.584,5.2-8.9,.689,.327,2.0-2.9,34,"6'7.5"" (6'11"" wingspan)",Sunrise Christian Academy,"Cottage Grove, MN",11.57,"41.0""",36.0,Kendall Brown,USA,3.7,118.5,.096,18.4,3.0,SF,Baylor,.326,12.9,6.5,Freshman,3.05,"8'7""",1.3,Kendall Brown 2022 Draft Profile | Tankathon,2.3,.630,https://tankathon.com/players/kendall-brown,17.1,201 lbs,"6'11""",.174
,.383,.327,1.7-4.4,5.5,1.89,1.29,"Sep 16, 2002",0.3,9.0,4.8,19.76 yrs,38th,2022,92.1,.092,.527,.464,6.3-13.5,.606,.253,2.1-3.4,34,"6'0.5"" (6'5.25"" wingspan)",Sunrise Christian Academy,"Memphis, TN",10.73,"41.5""",36.0,Kennedy Chandler,USA,4.2,107.8,.084,20.2,2.4,PG,Tennessee,.335,16.2,3.8,Freshman,2.89,"8'1""",2.5,Kennedy Chandler 2022 Draft Profile | Tankathon,2.9,.539,https://tankathon.com/players/kennedy-chandler,25.0,172 lbs,"6'5.25""",.176
3.22,.300,.338,1.2-3.9,5.4,1.76,1.18,"Mar 17, 2003",0.8,,,19.26 yrs,8th,2022,108.3,,.503,.453,5.3-11.6,.533,.152,0.9-1.8,29,"6'7.5"" (6'10.5"" wingspan)",,"Bendigo, Australia",10.81,"34.0""",36.0,Dyson Daniels,Australia,,99.9,,14.48,2.5,SG,G League,.314,13.2,7.7,G League,2.81,"8'9""",2.3,Dyson Daniels 2022 Draft Profile | Tankathon,3.1,.531,https://tankathon.com/players/dyson-daniels,18.72,195 lbs,"6'10.5""",
3.27,.312,.493,1.8-5.7,3.2,2.18,0.72,"Aug 26, 2003",0.1,4.2,1.5,18.81 yrs,42nd,2022,103.2,.048,.496,.419,4.9-11.6,.670,.276,2.2-3.2,36,"6'4.75"" (6'7.25"" wingspan)",St. Paul VI Catholic High School,"Clinton, MD",11.33,"31.0""",36.0,Trevor Keels,USA,2.7,112.4,.085,16.5,1.6,SG,Duke,.344,13.7,4.1,Freshman,3.32,"8'5""",1.5,Trevor Keels 2022 Draft Profile | Tankathon,1.5,.520,https://tankathon.com/players/trevor-keels,20.7,224 lbs,"6'7.25""",.136
,.271,.478,2.0-7.2,1.7,0.72,0.37,"May 21, 2003",0.5,,,19.08 yrs,11th,2022,111.8,,.463,.398,6.0-15.1,.667,.134,1.4-2.0,23,"6'9""",INSEP,"Lot-et-Garonne, France",,,36.0,Ousmane Dieng,France,,89.2,,10.66,2.6,SF,,.346,15.3,5.4,International,,,1.1,Ousmane Dieng 2022 Draft Profile | Tankathon,2.4,.477,https://tankathon.com/players/ousmane-dieng,24.07,185 lbs,,
,.350,.306,1.4-4.1,4.8,2.35,1.01,"Nov 15, 2001",0.2,7.4,3.3,20.59 yrs,29th,2022,98.4,.066,.504,.451,6.0-13.4,.750,.190,1.9-2.5,31,"6'3.75"" (6'8"" wingspan)",AZ Compass Prep,"Phoenix, AZ",,,36.0,TyTy Washington,USA,4.1,114.8,.106,19.3,1.9,PG,Kentucky,.350,15.4,4.3,Freshman,,"8'3.5""",1.6,TyTy Washington 2022 Draft Profile | Tankathon,2.0,.528,https://tankathon.com/players/tyty-washington,22.5,196 lbs,"6'8""",.172
,.362,.470,2.3-6.5,6.0,1.66,1.37,"Jan 14, 2002",0.2,3.0,1.3,20.43 yrs,,2022,99.7,.061,.478,.392,5.4-13.7,.737,.142,1.4-2.0,30,"6'7""",Neumann-Goretti High School,"Wildwood, NJ",,,36.0,Jordan Hall,USA,1.8,98.4,.042,16.2,2.6,PG/SG,Saint Joseph's,.363,14.6,6.9,Sophomore,,,1.3,Jordan Hall 2022 Draft Profile | Tankathon,3.6,.496,https://tankathon.com/players/jordan-hall,25.9,215 lbs,,.103
3.3,.413,.335,1.4-3.4,4.7,2.26,1.11,"Sep 18, 2001",0.2,7.9,2.6,20.75 yrs,26th,2022,101.2,.057,.569,.500,5.1-10.2,.805,.314,2.6-3.2,39,"6'5.5"" (7'0.5"" wingspan)",Cox Mill High School,"Charlotte, NC",10.94,"38.5""",36.0,Wendell Moore,USA,5.3,123.4,.130,21.4,1.7,SF,Duke,.359,14.2,5.6,Junior,3.21,"8'5""",1.5,Wendell Moore 2022 Draft Profile | Tankathon,2.1,.605,https://tankathon.com/players/wendell-moore,19.5,217 lbs,"7'0.5""",.187
3.15,.282,.298,1.2-4.3,5.5,1.43,1.08,"Jun 19, 1999",0.4,6.6,1.8,23.00 yrs,,2022,98.2,.067,.549,.507,7.3-14.4,.691,.379,3.8-5.5,35,"6'5"" (6'7"" wingspan)",Riverside University High School,"Milwaukee, WI",10.96,"35.5""",36.0,Alondes Williams,USA,4.7,110.6,.117,23.1,2.2,SG/PG,Wake Forest,.336,19.6,6.8,Senior,3.11,"8'6""",1.3,Alondes Williams 2022 Draft Profile | Tankathon,3.8,.576,https://tankathon.com/players/alondes-williams,28.9,209 lbs,"6'7""",.184
3.4,.308,.515,2.5-8.2,3.0,1.27,0.58,"Apr 26, 2001",0.1,,,21.15 yrs,58th,2022,115.8,,.465,.386,6.2-15.9,.795,.274,3.5-4.4,25,"6'5.75"" (6'5.5"" wingspan)",,"Angers, France",11.36,"31.5""",36.0,Hugo Besson,France,,99.9,,13.44,3.6,PG/SG,,.374,18.3,5.2,International,3.25,"8'6""",0.8,Hugo Besson 2022 Draft Profile | Tankathon,2.4,.508,https://tankathon.com/players/hugo-besson,26.32,180 lbs,"6'5.5""",
3.48,.357,.042,0.2-0.7,5.4,1.42,1.05,"Sep 16, 2000",1.1,11.9,4.4,21.76 yrs,,2022,93.8,.086,.554,.547,8.8-16.1,.597,.372,3.6-6.0,37,"6'8.75"" (7'2.75"" wingspan)",Henry Ford Academy,"Chicago, IL",12.75,"30.0""",36.0,Trevion Williams,USA,7.4,114.9,.161,31.9,3.8,PF,Purdue,.307,21.4,13.3,Senior,3.46,"9'0.5""",1.7,Trevion Williams 2022 Draft Profile | Tankathon,3.8,.565,https://tankathon.com/players/trevion-williams,32.5,265 lbs,"7'2.75""",.247
3.11,.396,.248,1.3-3.3,4.3,1.99,0.90,"Apr 14, 2001",0.6,6.0,1.2,21.18 yrs,12th,2022,102.6,.052,.562,.513,6.9-13.4,.809,.330,3.6-4.4,33,"6'5.75"" (7'2.25"" wingspan)",Perry High School,"Gilbert, AZ",11.13,"39.0""",36.0,Jalen Williams,USA,4.8,118.2,.132,22.8,2.7,SF,Santa Clara,.357,18.6,4.6,Junior,3.17,"8'9.5""",1.2,Jalen Williams 2022 Draft Profile | Tankathon,2.2,.601,https://tankathon.com/players/jalen-williams,25.0,209 lbs,"7'2.25""",.184
,.471,.302,1.4-3.0,8.3,2.84,2.01,"Jan 26, 2001",0.2,,,21.39 yrs,,2022,113.6,,.556,.485,4.8-9.8,.769,.308,2.3-3.0,30,"6'6""",,"Jesenice, Slovenia",,,36.0,Ziga Samar,Slovenia,,120.3,,17.02,5.4,PG,,.356,13.3,4.7,International,,,1.8,Ziga Samar 2022 Draft Profile | Tankathon,2.9,.589,https://tankathon.com/players/ziga-samar,18.25,185 lbs,,
,.000,.014,0.0-0.2,1.7,0.62,0.42,"Mar 30, 2001",2.0,,,21.22 yrs,52nd,2022,104.7,,.609,.609,7.9-13.0,.704,.330,3.0-4.3,27,"6'10""",,"Livno, Bosnia and Herzegovina",,,36.0,Karlo Matković,Croatia,,116.3,,21.56,5.0,PF,,.318,18.8,10.1,International,,,0.8,Karlo Matković 2022 Draft Profile | Tankathon,2.7,.627,https://tankathon.com/players/karlo-matkovic,22.9,231 lbs,,
3.5,.239,.231,0.5-2.2,2.9,1.42,0.84,"Jun 29, 2002",1.3,7.9,5.2,19.97 yrs,34th,2022,89.3,.102,.489,.461,4.4-9.5,.729,.455,3.1-4.3,37,"6'10"" (7'1"" wingspan)",Fort Smith Northside High School,"Fort Smith, AR",11.64,"30.0""",36.0,Jaylin Williams,USA,2.7,108.9,.065,18.9,3.0,PF,Arkansas,.327,12.4,11.2,Sophomore,3.1,"9'0.5""",1.5,Jaylin Williams 2022 Draft Profile | Tankathon,2.1,.538,https://tankathon.com/players/jaylin-williams,18.2,237 lbs,"7'1""",.167
3.18,.366,.658,2.4-6.5,2.1,1.13,0.60,"Jan 8, 2000",0.7,9.5,3.8,22.44 yrs,,2022,102.1,.051,.559,.439,4.3-9.8,.881,.363,3.1-3.6,33,"6'4.75"" (6'8.5"" wingspan)",Leesburg High School,"Eustis, FL",10.87,"35.5""",36.0,Keon Ellis,USA,5.7,125.1,.114,19.9,3.1,SG,Alabama,.383,14.1,7.1,Senior,3.02,"8'6""",2.3,Keon Ellis 2022 Draft Profile | Tankathon,1.8,.614,https://tankathon.com/players/keon-ellis,17.1,167 lbs,"6'8.5""",.165
3.13,.407,.466,2.7-6.7,1.6,0.78,0.34,"Apr 20, 2000",0.6,9.0,2.2,22.16 yrs,14th,2022,99.0,.064,.570,.475,6.8-14.3,.743,.280,3.0-4.0,39,"6'5.75"" (6'10.25"" wingspan)",Oak Park High School,"Kansas City, MO",10.77,"39.0""",36.0,Ochai Agbaji,USA,6.9,116.3,.117,20.8,1.7,SG,Kansas,.371,19.3,5.2,Senior,3.11,"8'8""",0.9,Ochai Agbaji 2022 Draft Profile | Tankathon,2.1,.595,https://tankathon.com/players/ochai-agbaji,25.3,217 lbs,"6'10.25""",.181
,.250,.354,1.0-4.1,3.8,1.50,0.85,"Sep 3, 2001",1.1,,,20.79 yrs,56th,2022,103.8,,.461,.417,4.9-11.7,.680,.260,2.1-3.0,27,"6'7""",Willetton Senior High School,"Perth, Australia",,,36.0,Luke Travers,Australia,,102.5,,15.29,1.5,SG,,.330,12.8,8.8,International,,,1.4,Luke Travers 2022 Draft Profile | Tankathon,2.5,.489,https://tankathon.com/players/luke-travers,19.12,207 lbs,,
,.338,.253,1.2-3.6,3.5,1.35,0.64,"Nov 12, 2002",1.0,7.7,2.3,19.60 yrs,1st,2022,98.1,.068,.520,.478,6.9-14.4,.729,.366,3.8-5.3,39,"6'10""",O'Dea High School,"Seattle, WA",,,36.0,Paolo Banchero,USA,5.4,113.8,.124,24.2,2.1,PF,Duke,.343,18.8,8.5,Freshman,,,1.1,Paolo Banchero 2022 Draft Profile | Tankathon,2.6,.557,https://tankathon.com/players/paolo-banchero,27.5,250 lbs,,.190
3.26,.383,.429,1.8-4.7,6.4,2.97,1.41,"Jan 16, 2000",0.1,7.3,3.4,22.42 yrs,31st,2022,93.0,.086,.534,.452,4.9-10.8,.873,.177,1.7-1.9,32,"6'4.5"" (6'5.75"" wingspan)",Montverde Academy,"Aurora, ON",10.46,"35.0""",36.0,Andrew Nembhard,Canada,3.9,118.5,.109,18.1,2.2,PG,Gonzaga,.373,13.3,3.8,Senior,3.02,"8'3""",1.8,Andrew Nembhard 2022 Draft Profile | Tankathon,2.2,.564,https://tankathon.com/players/andrew-nembhard,18.6,196 lbs,"6'5.75""",.194
3.33,,.000,0.0-0.0,0.9,0.34,0.21,"Sep 1, 1999",1.1,9.3,2.0,22.80 yrs,,2022,94.2,.084,.593,.593,9.5-16.0,.655,.533,5.6-8.5,28,"7'0"" (7'4.25"" wingspan)",Oak Hill Academy,"Kingston, Jamaica",12.11,"32.5""",36.0,Kofi Cockburn,Jamaica,7.4,118.6,.163,32.1,2.8,C,Illinois,.311,24.5,12.4,Junior,3.31,"9'2.5""",1.0,Kofi Cockburn 2022 Draft Profile | Tankathon,2.7,.613,https://tankathon.com/players/kofi-cockburn,32.0,293 lbs,"7'4.25""",.247
,.273,.228,0.8-2.9,2.1,1.07,0.50,"Oct 12, 2001",0.8,,,20.68 yrs,24th,2022,110.6,,.543,.512,6.4-12.6,.718,.135,1.2-1.7,24,"6'6.5"" (7'0.75"" wingspan)",Dream City Christian School,"Yakima, WA",,,36.0,MarJon Beauchamp,USA,,104.9,,14.22,2.3,SG,G League,.331,15.7,6.8,G League,,"8'10""",1.6,MarJon Beauchamp 2022 Draft Profile | Tankathon,2.0,.589,https://tankathon.com/players/marjon-beauchamp,18.52,197 lbs,"7'0.75""",
,.390,.375,1.7-4.4,2.6,1.00,0.53,"May 1, 2002",4.9,15.0,7.5,20.13 yrs,2nd,2022,78.7,.144,.680,.607,7.1-11.7,.717,.354,3.0-4.1,32,"7'0""",Minnehaha Academy,"Minneapolis, MN",,,36.0,Chet Holmgren,USA,7.5,127.0,.153,31.3,3.6,C,Gonzaga,.351,18.9,13.3,Freshman,,,1.1,Chet Holmgren 2022 Draft Profile | Tankathon,2.6,.691,https://tankathon.com/players/chet-holmgren,21.6,195 lbs,,.293
3.4,.398,.442,2.2-5.6,2.0,1.17,0.48,"Apr 12, 2000",0.7,6.4,1.6,22.19 yrs,,2022,101.7,.055,.530,.442,5.6-12.7,.795,.315,3.2-4.0,32,"6'5.5"" (7'1.25"" wingspan)",Don Bosco Prep,"Franklin Lakes, NJ",11.41,"30.5""",36.0,Ron Harper Jr.,USA,4.8,114.3,.106,20.5,2.1,SF,Rutgers,.370,16.6,6.2,Senior,3.24,"8'9.5""",1.1,Ron Harper Jr. 2022 Draft Profile | Tankathon,1.7,.570,https://tankathon.com/players/ron-harper-jr,24.0,240 lbs,"7'1.25""",.160
3.07,.317,.420,1.3-4.1,1.7,0.98,0.48,"Feb 10, 2003",0.6,1.9,1.1,19.35 yrs,35th,2022,107.8,.030,.449,.382,3.7-9.8,.824,.253,2.0-2.5,35,"6'5.75"" (6'8.75"" wingspan)",Rolling Meadows High School,"Arlington Heights, IL",10.82,"37.5""",36.0,Max Christie,USA,0.8,99.9,.033,10.5,1.3,SG,Michigan State,.356,10.8,4.0,Freshman,3.02,"8'6.5""",0.6,Max Christie 2022 Draft Profile | Tankathon,1.7,.494,https://tankathon.com/players/max-christie,18.1,189 lbs,"6'8.75""",.063
,.000,.063,0.0-0.5,0.6,0.35,0.19,"Nov 15, 2003",1.9,,,18.59 yrs,54th,2022,105.7,,.379,.379,3.1-8.2,.611,.189,1.0-1.6,40,"6'10""",,"Kinshasa, DR Congo",,,36.0,Yannick Nzosa,DR Congo,,86.1,,7.13,5.0,PF/C,,.305,7.2,6.2,International,,,1.1,Yannick Nzosa 2022 Draft Profile | Tankathon,1.7,.401,https://tankathon.com/players/yannick-nzosa,14.04,195 lbs,,
,.000,.004,0.0-0.0,1.4,0.97,0.38,"Dec 16, 2001",4.3,12.5,4.8,20.51 yrs,15th,2022,93.2,.087,.721,.721,7.5-10.3,.727,.291,2.2-3.0,39,"7'2"" (7'6.5"" wingspan)",IMG Academy,"Norfolk, VA",,,36.0,Mark Williams,USA,7.8,142.0,.187,33.1,3.1,C,Duke,.321,17.1,11.3,Sophomore,,"9'9""",0.7,Mark Williams 2022 Draft Profile | Tankathon,1.4,.726,https://tankathon.com/players/mark-williams,18.6,242 lbs,"7'6.5""",.273
,.398,.300,2.1-5.4,1.7,1.33,0.34,"Aug 19, 2000",2.2,15.7,2.7,21.83 yrs,4th,2022,96.8,.072,.614,.554,9.9-17.9,.747,.343,4.6-6.1,35,"6'8""",DME Academy,"Cedar Rapids, IA",,,36.0,Keegan Murray,USA,13.0,134.6,.237,37.8,2.1,PF,Iowa,.362,26.5,9.8,Sophomore,,,1.5,Keegan Murray 2022 Draft Profile | Tankathon,1.3,.638,https://tankathon.com/players/keegan-murray,29.7,225 lbs,,.312
3.21,.303,.404,1.9-6.2,2.9,1.09,0.56,"Mar 16, 2003",0.1,1.3,0.8,19.26 yrs,25th,2022,101.1,.055,.465,.404,6.2-15.5,.657,.324,3.3-5.0,35,"6'4.25"" (6'9.25"" wingspan)",Riley High School,"South Bend, IN",11.55,"36.0""",36.0,Blake Wesley,USA,0.5,97.2,.043,16.9,2.3,SG,Notre Dame,.344,17.7,4.5,Freshman,3.25,"8'7""",1.5,Blake Wesley 2022 Draft Profile | Tankathon,2.7,.495,https://tankathon.com/players/blake-wesley,31.3,187 lbs,"6'9.25""",.097
3.12,.256,.106,0.3-1.4,3.2,1.31,0.76,"May 26, 2000",0.1,5.6,0.1,22.07 yrs,,2022,109.4,.024,.505,.491,6.3-12.8,.713,.496,4.5-6.3,32,"6'5.75"" (6'8.75"" wingspan)",Massanutten Military Academy,"Norfolk, VA",11.03,"38.0""",36.0,Dereon Seabron,USA,5.5,114.1,.119,24.0,1.6,SG,NC State,.322,17.4,8.2,Sophomore,3.04,"8'7.5""",1.4,Dereon Seabron 2022 Draft Profile | Tankathon,2.5,.552,https://tankathon.com/players/dereon-seabron,25.5,182 lbs,"6'8.75""",.143
3.23,.349,.375,2.0-5.8,1.9,0.87,0.40,"Apr 12, 2002",0.7,5.2,1.3,20.19 yrs,,2022,97.6,.070,.506,.440,6.8-15.5,.761,.264,3.1-4.1,32,"6'7.5"" (7'2.5"" wingspan)",,"Baltimore, MD",11.49,"35.0""",36.0,Justin Lewis,USA,3.9,103.8,.070,19.9,2.4,SF/PF,Marquette,.361,18.8,8.9,Sophomore,3.02,"8'9.5""",1.2,Justin Lewis 2022 Draft Profile | Tankathon,2.2,.539,https://tankathon.com/players/justin-lewis,27.5,235 lbs,"7'2.5""",.140
3.19,.389,.198,0.9-2.4,2.9,0.89,0.64,"Feb 17, 2004",0.4,5.0,3.3,19.33 yrs,41st,2023,92.8,.094,.533,.495,6.0-12.2,.698,.231,2.0-2.8,30,"6'4.5"" (6'7"" wingspan)",Sierra Canyon School,"Chicago, IL",11.34,"35.0""",36.0,Amari Bailey,USA,1.7,101.0,.045,16.4,2.3,SG,UCLA,.336,14.9,5.1,Freshman,,"8'7.5""",1.5,Amari Bailey 2023 Draft Profile | Tankathon,3.3,.553,https://tankathon.com/players/amari-bailey,23.7,191 lbs,"6'7""",.134
