name,draft_year,draft_position,draft_age,height,weight,wingspan,pts,reb,ast,stl,blk,pf,to,g,mp,max_vertical,lane_agility,shuttle,3/4_sprint,standing_reach,fg%,3p%,3pa_rate,fta_rate,ft%,effective_fg%,true_shooting_%,usg%,ast/usg,ast/to,per,ortg,drtg,obpm,dbpm,bpm,ows/40,dws/40,ws/40,proj_nba_3p%,Peak DARKO,fgm,fga,3pm,3pa,ftm,fta,team_Mid-Major,team_Other,team_Power_6,Freshman,Sophomore,Junior,Senior,Other
Pape Sy,2010,53,22.2,79.0,224,,13.1,4.3,3.4,1.6,0.2,4.7,3.0,30.0,36.0,,,,,,0.505,0.414,0.312,0.742,0.71,0.57,0.616,,,1.14,,,,,,,,,,0.34,-1.3,4.0,7.9,1.0,2.5,4.2,5.8,0,1,0,0,0,0,0,1
Willie Warren,2010,54,20.65,75.75,208,78.0,18.2,3.7,4.6,1.1,0.1,2.5,4.2,21.0,36.0,31.5,11.21,,3.5,99.5,0.438,0.309,0.401,0.525,0.795,0.5,0.567,28.7,0.97,1.08,,,,,,,0.083,0.012,0.1,0.357,-1.0,5.6,12.8,1.6,5.2,5.4,6.7,0,0,1,0,1,0,0,0
Jeremy Evans,2010,55,22.64,81.0,196,,13.6,9.4,1.0,1.1,2.4,3.9,1.4,34.0,36.0,,,,,,0.649,0.25,0.057,0.441,0.688,0.656,0.668,16.8,0.35,0.69,,,,,,,0.142,0.071,0.218,0.318,1.1,5.5,8.4,0.1,0.5,2.6,3.7,1,0,0,0,0,0,1,0
Hamady N'Diaye,2010,56,23.42,84.0,235,,12.0,9.0,0.6,0.5,5.8,3.7,1.9,32.0,36.0,,,,,,0.579,,0.0,0.609,0.617,0.579,0.594,16.6,0.2,0.3,,,,,,,0.075,0.057,0.132,0.306,-3.2,4.5,7.8,0.0,0.0,2.9,4.8,0,0,1,0,0,0,1,0
Ryan Reid,2010,57,23.63,80.0,235,,10.7,6.3,1.8,0.9,0.8,2.4,2.6,31.0,36.0,,,,,,0.491,,0.0,0.461,0.597,0.491,0.516,18.0,0.56,0.69,,,,,,,0.04,0.08,0.119,0.303,-2.5,4.2,8.5,0.0,0.0,2.4,3.9,0,0,1,0,0,0,1,0
Derrick Caracter,2010,58,22.12,81.5,280,84.25,19.0,10.9,1.5,1.3,1.2,4.1,3.9,27.0,36.0,30.5,12.78,,3.61,107.5,0.567,0.267,0.057,0.456,0.672,0.575,0.598,27.4,0.33,0.39,,,,,,,0.089,0.1,0.189,0.317,-2.5,7.4,13.1,0.2,0.8,4.0,6.0,1,0,0,0,0,1,0,0
Stanley Robinson,2010,59,21.92,79.75,213,84.0,15.3,8.0,1.1,0.9,1.3,1.6,2.4,34.0,36.0,37.5,11.65,,3.23,107.5,0.525,0.342,0.204,0.251,0.629,0.559,0.57,21.5,0.31,0.44,,,,,,,0.083,0.062,0.144,0.323,,6.3,12.0,0.8,2.4,1.9,3.0,1,0,0,0,0,0,1,0
Dwayne Collins,2010,60,22.18,80.0,241,,17.4,11.3,1.7,0.9,1.6,3.4,3.6,29.0,36.0,,,,,,0.604,,0.0,0.755,0.569,0.604,0.602,25.4,0.41,0.48,,,,,,,0.106,0.078,0.184,0.299,,6.4,10.7,0.0,0.0,4.6,8.0,0,0,1,0,0,0,1,0
Blake Griffin,2009,1,20.25,82.0,248,83.25,24.5,15.6,2.5,1.2,1.3,2.8,3.6,35.0,36.0,35.5,10.95,,3.28,105.0,0.654,0.375,0.017,0.706,0.59,0.657,0.648,30.8,0.53,0.69,,,,,,,0.209,0.12,0.333,0.304,5.2,9.3,14.2,0.1,0.2,5.9,10.0,0,0,1,0,1,0,0,0
Hasheem Thabeet,2009,2,22.33,86.5,267,90.25,15.4,12.2,0.5,0.7,4.8,2.8,2.1,36.0,36.0,,,,,113.0,0.64,,0.0,0.763,0.627,0.64,0.646,19.0,0.15,0.25,,,,,,,0.133,0.196,0.328,0.307,-0.5,5.6,8.7,0.0,0.0,4.2,6.7,1,0,0,0,0,1,0,0
James Harden,2009,3,19.81,77.25,222,82.75,20.2,5.6,4.2,1.7,0.3,2.8,3.4,35.0,36.0,37.0,11.1,,3.13,103.5,0.489,0.356,0.361,0.597,0.756,0.553,0.607,32.5,0.9,1.25,,,,,,,0.163,0.064,0.23,0.354,6.0,6.3,13.0,1.7,4.7,5.9,7.8,0,0,1,0,1,0,0,0
Tyreke Evans,2009,4,19.74,77.25,221,83.25,21.2,6.6,4.8,2.6,1.0,3.0,4.5,37.0,36.0,34.0,11.81,,3.17,104.0,0.455,0.274,0.246,0.384,0.711,0.489,0.529,33.1,0.91,1.08,,,,,,,0.09,0.179,0.269,0.337,1.7,7.7,17.0,1.1,4.2,4.6,6.5,1,0,0,1,0,0,0,0
Ricky Rubio,2009,5,18.65,76.0,180,,14.8,4.5,9.5,3.6,0.1,3.8,5.0,27.0,36.0,,,,,,0.395,0.429,0.346,0.623,0.792,0.469,0.552,,,1.91,,,,,,,,,,0.36,3.7,4.1,10.3,1.5,3.6,5.1,6.4,0,1,0,0,0,0,0,1
Jonny Flynn,2009,6,20.36,72.75,196,76.0,16.8,2.6,6.4,1.4,0.2,1.4,3.3,38.0,36.0,40.0,10.86,,3.23,95.5,0.46,0.317,0.298,0.481,0.786,0.507,0.567,,,1.97,,,,,,,,,,0.348,-2.7,5.6,12.1,1.1,3.6,4.6,5.8,0,0,1,0,1,0,0,0
Stephen Curry,2009,7,21.26,75.25,181,75.5,30.6,4.7,5.9,2.7,0.3,2.5,4.0,34.0,36.0,35.5,11.07,,3.28,97.0,0.454,0.387,0.489,0.365,0.876,0.549,0.604,38.3,1.05,1.5,,,,,,,0.224,0.126,0.346,0.411,8.0,9.8,21.6,4.1,10.6,6.9,7.9,1,0,0,0,0,1,0,0
Jordan Hill,2009,8,21.89,82.25,232,85.5,18.4,11.1,1.5,0.9,1.7,3.0,2.9,34.0,36.0,35.0,12.23,,3.3,108.0,0.537,,0.0,0.382,0.654,0.537,0.56,28.2,0.34,0.52,,,,,,,0.099,0.069,0.168,0.311,-1.5,7.5,13.9,0.0,0.0,3.5,5.3,0,0,1,0,0,1,0,0
DeMar DeRozan,2009,9,19.86,78.5,211,81.0,14.9,6.2,1.6,1.0,0.4,2.3,2.3,35.0,36.0,38.5,11.88,,3.31,102.5,0.523,0.167,0.098,0.401,0.646,0.531,0.555,,,0.7,,,,,,,,,,0.306,0.8,5.9,11.3,0.2,1.1,2.9,4.5,1,0,0,1,0,0,0,0
Brandon Jennings,2009,10,19.73,73.0,169,,12.5,3.2,4.0,3.5,0.1,4.2,2.7,43.0,36.0,,,,,,0.381,0.232,0.374,0.234,0.71,0.425,0.457,,,1.47,,,,,,,,,,0.334,1.1,4.7,12.3,1.1,4.6,2.0,2.9,0,1,0,0,0,0,0,1
Terrence Williams,2009,11,21.97,78.25,213,81.0,13.2,9.0,5.3,2.4,0.8,1.8,2.4,37.0,36.0,37.0,11.15,,3.18,103.5,0.431,0.385,0.378,0.298,0.581,0.504,0.517,,,2.15,,,,,,,,,,0.331,-1.7,4.8,11.1,1.6,4.2,1.9,3.3,0,0,1,0,0,0,1,0
Gerald Henderson,2009,12,21.52,77.0,215,82.25,20.0,6.0,3.0,1.5,0.9,2.1,2.6,37.0,36.0,35.0,11.17,,3.14,102.5,0.45,0.336,0.258,0.397,0.761,0.494,0.542,28.3,0.64,1.14,,,,,,,0.091,0.109,0.2,0.349,-0.7,7.0,15.5,1.3,4.0,4.7,6.2,0,0,1,0,0,1,0,0
Tyler Hansbrough,2009,13,23.62,81.5,234,83.5,24.6,9.7,1.2,1.5,0.4,2.7,2.2,34.0,36.0,34.0,11.12,,3.27,106.0,0.514,0.391,0.053,0.682,0.841,0.524,0.613,27.4,0.21,0.54,,,,,,,0.163,0.097,0.26,0.345,-0.0,7.8,15.2,0.3,0.8,8.7,10.4,0,0,1,0,0,0,1,0
Earl Clark,2009,14,21.41,82.25,228,86.5,14.9,9.1,3.4,1.1,1.4,2.0,3.4,37.0,36.0,33.0,11.17,,3.35,109.5,0.457,0.326,0.215,0.314,0.647,0.492,0.517,,,1.0,,,,,,,,,,0.325,-2.4,5.7,12.5,0.9,2.7,2.6,3.9,0,0,1,0,0,1,0,0
Austin Daye,2009,15,21.03,82.75,192,86.75,17.3,9.3,1.5,1.0,2.8,3.9,2.9,34.0,36.0,28.0,12.11,,3.55,110.0,0.477,0.429,0.252,0.327,0.706,0.532,0.56,26.0,0.3,0.51,,,,,,,0.094,0.161,0.255,0.347,-1.1,6.4,13.4,1.4,3.4,3.1,4.4,1,0,0,0,1,0,0,0
James Johnson,2009,16,22.32,79.75,257,84.75,17.7,10.0,2.4,1.7,1.8,3.5,2.8,31.0,36.0,35.0,11.21,,3.23,105.5,0.542,0.319,0.2,0.287,0.697,0.574,0.593,,,0.84,,,,,,,,,,0.331,2.0,7.1,13.1,0.8,2.6,2.6,3.8,0,0,1,0,1,0,0,0
Jrue Holiday,2009,17,19.01,76.25,199,79.0,11.2,5.0,4.9,2.1,0.7,2.8,2.8,35.0,36.0,34.0,10.64,,3.21,100.5,0.45,0.307,0.353,0.249,0.726,0.504,0.532,19.3,1.23,1.72,,,,,,,0.051,0.088,0.139,0.338,4.7,4.2,9.4,1.0,3.3,1.7,2.3,1,0,0,1,0,0,0,0
Ty Lawson,2009,18,21.62,72.5,197,72.75,20.0,3.6,7.9,2.6,0.2,2.0,2.3,35.0,36.0,36.5,10.98,,3.12,94.5,0.532,0.472,0.316,0.608,0.798,0.607,0.659,21.4,1.66,3.48,,,,,,,0.168,0.095,0.263,0.366,2.3,6.3,11.7,1.8,3.7,5.7,7.1,0,0,1,0,0,1,0,0
Jeff Teague,2009,19,21.02,73.5,175,79.5,21.2,3.7,4.0,2.1,0.7,2.5,3.8,31.0,36.0,36.5,11.05,,3.18,98.5,0.485,0.441,0.275,0.59,0.817,0.546,0.615,,,1.06,,,,,,,,,,0.365,1.7,6.5,13.5,1.6,3.7,6.5,8.0,0,0,1,0,1,0,0,0
Eric Maynor,2009,20,22.01,75.25,164,74.5,22.7,3.6,6.3,1.7,0.2,2.4,3.0,34.0,36.0,31.5,10.78,,3.19,97.0,0.463,0.361,0.341,0.453,0.815,0.524,0.583,,,2.08,,,,,,,,,,0.368,-0.8,7.4,16.0,2.0,5.5,5.9,7.3,1,0,0,0,0,0,1,0
Darren Collison,2009,21,21.81,73.5,166,75.0,16.4,2.7,5.4,1.9,0.2,1.7,2.8,35.0,36.0,33.5,10.45,,3.1,96.5,0.509,0.394,0.302,0.366,0.897,0.568,0.624,23.1,1.23,1.91,,,,,,,0.138,0.058,0.196,0.369,1.0,5.7,11.2,1.3,3.4,3.7,4.1,1,0,0,0,0,0,1,0
Victor Claver,2009,22,20.79,81.0,224,,12.0,6.9,1.4,1.5,0.9,3.3,2.0,20.0,36.0,,,,,,0.521,0.386,0.458,0.396,0.658,0.609,0.623,,,0.67,,,,,,,,,,0.339,-1.1,4.2,8.1,1.4,3.7,2.1,3.2,0,1,0,0,0,0,0,1
Omri Casspi,2009,23,20.98,81.25,211,81.25,18.0,6.4,0.9,1.7,0.4,4.9,2.3,16.0,36.0,32.5,11.15,,3.28,106.5,0.505,0.45,0.194,0.34,0.771,0.549,0.585,,,0.39,,,,,,,,,,0.352,0.0,6.7,13.2,1.2,2.6,3.5,4.5,0,1,0,0,0,0,0,1
Byron Mullens,2009,24,20.33,85.25,258,85.5,15.7,8.3,0.5,0.9,2.0,3.6,2.7,33.0,36.0,32.5,11.1,,3.45,111.0,0.638,0.0,0.005,0.495,0.559,0.638,0.629,24.0,0.14,0.18,,,,,,,0.137,0.06,0.197,0.298,-2.5,6.4,10.1,0.0,0.1,2.8,5.0,0,0,1,1,0,0,0,0
Rodrigue Beaubois,2009,25,21.31,74.25,182,81.75,16.1,4.1,3.8,1.8,0.7,4.6,3.1,29.0,36.0,39.0,10.49,,3.15,100.0,0.473,0.317,0.506,0.148,0.583,0.553,0.557,,,1.21,,,,,,,,,,0.339,0.3,6.4,13.5,2.2,6.8,1.2,2.0,0,1,0,0,0,0,0,1
Taj Gibson,2009,26,23.98,81.75,214,88.0,15.3,9.6,1.3,1.0,3.1,3.1,2.2,35.0,36.0,30.0,11.56,,3.41,109.0,0.601,,0.0,0.576,0.659,0.601,0.621,,,0.61,,,,,,,,,,0.312,1.4,5.8,9.6,0.0,0.0,3.7,5.6,1,0,0,0,0,1,0,0
DeMarre Carroll,2009,27,22.89,79.75,207,82.0,21.3,9.2,2.8,2.0,0.8,2.8,1.9,38.0,36.0,,,,,105.0,0.558,0.364,0.1,0.433,0.634,0.576,0.591,25.9,0.59,1.46,,,,,,,0.135,0.135,0.271,0.319,1.6,8.3,14.9,0.5,1.5,4.1,6.5,1,0,0,0,0,0,1,0
Wayne Ellington,2009,28,21.55,77.25,202,78.5,18.8,5.8,3.1,1.1,0.2,1.8,1.9,38.0,36.0,38.0,11.14,,3.2,100.0,0.483,0.417,0.458,0.252,0.777,0.579,0.604,21.5,0.67,1.63,,,,,,,0.121,0.069,0.19,0.375,0.1,6.7,13.9,2.6,6.4,2.7,3.5,0,0,1,0,0,1,0,0
Toney Douglas,2009,29,23.25,74.0,183,78.0,21.1,3.9,2.9,1.8,0.4,2.1,2.4,35.0,36.0,32.5,10.63,,3.03,97.5,0.446,0.385,0.412,0.433,0.81,0.525,0.581,29.0,0.7,1.17,,,,,,,0.144,0.053,0.197,0.375,0.7,6.7,15.1,2.4,6.2,5.3,6.5,0,0,1,0,0,0,1,0
Christian Eyenga,2009,30,19.98,79.0,210,,6.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,36.0,,,,,,0.25,,0.0,0.5,0.5,0.25,0.303,,,,,,,,,,,,,,-1.4,2.0,8.0,0.0,0.0,2.0,4.0,0,1,0,0,0,0,0,1
Jeff Ayres,2009,31,22.13,82.0,240,85.0,16.1,9.1,1.0,0.5,0.9,3.0,1.4,35.0,36.0,35.0,11.98,,3.14,107.0,0.66,0.0,0.003,0.483,0.779,0.66,0.69,21.1,0.32,0.72,,,,,,,0.179,0.081,0.256,0.328,-1.8,6.3,9.5,0.0,0.0,3.6,4.6,0,0,1,0,0,0,1,0
Jermaine Taylor,2009,32,22.52,76.75,207,80.75,29.6,5.9,2.1,1.4,0.9,2.0,3.2,31.0,36.0,37.5,11.54,,3.32,101.0,0.48,0.376,0.404,0.281,0.812,0.556,0.591,39.3,0.45,0.67,,,,,,,0.198,0.057,0.251,0.39,-1.5,10.6,22.1,3.3,8.9,5.0,6.2,1,0,0,0,0,0,1,0
Dante Cunningham,2009,33,22.15,80.25,227,83.0,18.4,8.5,1.4,1.4,1.4,3.1,2.5,38.0,36.0,35.0,11.18,,3.26,106.5,0.525,0.0,0.004,0.383,0.697,0.525,0.557,,,0.57,,,,,,,,,,0.317,-0.7,7.3,14.0,0.0,0.1,3.7,5.3,0,0,1,0,0,0,1,0
Sergio Llull,2009,34,21.58,75.0,180,,13.7,3.0,4.3,1.7,0.3,4.1,1.8,51.0,36.0,,,,,,0.443,0.376,0.503,0.355,0.838,0.537,0.587,,,2.48,,,,,,,,,,0.37,,4.4,10.0,1.9,5.0,3.0,3.5,0,1,0,0,0,0,0,1
DaJuan Summers,2009,35,21.39,80.5,243,84.75,16.7,5.1,1.5,1.4,0.8,3.2,3.2,31.0,36.0,34.5,10.94,,3.17,106.5,0.474,0.385,0.467,0.471,0.713,0.564,0.598,25.7,0.38,0.48,,,,,,,0.123,0.053,0.176,0.356,-2.6,5.4,11.4,2.1,5.3,3.8,5.4,0,0,1,0,0,1,0,0
Sam Young,2009,36,24.04,78.75,223,82.75,21.7,7.1,1.3,1.1,0.9,1.9,2.8,36.0,36.0,33.0,11.47,,3.45,105.5,0.502,0.372,0.279,0.296,0.74,0.554,0.582,29.0,0.24,0.45,,,,,,,0.136,0.108,0.241,0.353,-1.1,8.2,16.3,1.7,4.6,3.6,4.8,1,0,0,0,0,0,1,0
DeJuan Blair,2009,37,20.15,78.5,277,86.0,20.7,16.3,1.6,2.0,1.3,3.6,1.7,35.0,36.0,33.0,11.5,,3.45,106.5,0.593,,0.0,0.425,0.605,0.593,0.601,25.7,0.35,0.95,,,,,,,0.147,0.201,0.343,0.304,-0.0,8.5,14.4,0.0,0.0,3.7,6.1,1,0,0,0,1,0,0,0
Jon Brockman,2009,38,22.24,79.0,255,,17.6,13.6,1.4,1.1,0.1,3.5,2.3,34.0,36.0,,,,,,0.526,0.0,0.003,0.546,0.64,0.526,0.557,,,0.6,,,,,,,,,,0.309,-0.0,6.6,12.5,0.0,0.0,4.4,6.8,0,0,1,0,0,0,1,0
Jonas Jerebko,2009,39,22.29,81.0,220,,12.9,7.9,1.0,1.8,0.5,4.0,2.0,30.0,36.0,,,,,,0.522,0.345,0.278,0.196,0.78,0.569,0.591,,,0.51,,,,,,,,,,0.346,1.5,5.2,10.0,1.0,2.8,1.5,2.0,0,1,0,0,0,0,0,1
Derrick Brown,2009,40,21.77,80.5,225,86.5,16.7,7.4,2.4,0.9,1.0,3.0,2.1,35.0,36.0,35.5,11.26,,3.13,107.5,0.504,0.433,0.267,0.401,0.741,0.562,0.597,,,1.11,,,,,,,,,,0.35,-0.1,5.9,11.7,1.4,3.1,3.5,4.7,0,0,1,0,0,1,0,0
Jodie Meeks,2009,41,21.82,76.0,211,76.5,24.9,3.6,1.8,1.4,0.1,2.0,2.8,36.0,36.0,37.0,10.96,,3.1,98.0,0.463,0.406,0.507,0.412,0.902,0.566,0.629,30.9,0.38,0.66,,,,,,,0.204,0.036,0.239,0.404,0.5,7.7,16.5,3.4,8.4,6.1,6.8,0,0,1,0,0,1,0,0
Patrick Beverley,2009,42,20.93,73.0,180,,12.8,7.0,2.6,1.3,0.5,2.6,2.1,35.0,36.0,,,,,,0.412,0.378,0.521,0.4,0.644,0.511,0.537,19.0,0.68,1.22,,,,,,,0.051,0.071,0.122,0.345,1.7,4.1,10.0,2.0,5.2,2.6,4.0,0,0,1,0,1,0,0,0
Marcus Thornton,2009,43,22.03,75.75,194,77.0,23.8,6.2,2.4,1.8,0.4,2.3,2.1,35.0,36.0,33.0,10.73,,3.28,99.0,0.472,0.388,0.371,0.369,0.745,0.544,0.58,30.9,0.5,1.17,,,,,,,0.151,0.086,0.237,0.368,0.3,8.3,17.5,2.5,6.5,4.8,6.5,1,0,0,0,0,0,1,0
Chase Budinger,2009,44,21.07,79.0,206,79.0,17.2,5.9,3.2,1.4,0.4,1.8,2.3,35.0,36.0,38.5,11.08,,3.24,101.0,0.48,0.399,0.368,0.342,0.801,0.554,0.594,24.6,0.77,1.39,,,,,,,0.118,0.039,0.158,0.365,0.5,6.0,12.5,1.8,4.6,3.4,4.3,0,0,1,0,0,1,0,0
Nick Calathes,2009,45,20.35,78.0,194,,18.5,5.8,6.9,2.0,0.2,2.1,3.6,36.0,36.0,,,,,,0.482,0.39,0.44,0.449,0.707,0.568,0.599,,,1.94,,,,,,,,,,0.357,0.1,6.2,12.8,2.2,5.6,4.1,5.7,0,0,1,0,1,0,0,0
Danny Green,2009,46,21.98,78.5,208,82.0,17.2,6.2,3.6,2.3,1.8,2.9,2.2,38.0,36.0,33.0,11.3,,3.3,103.0,0.471,0.418,0.471,0.156,0.852,0.569,0.592,20.5,0.8,1.65,,,,,,,0.104,0.138,0.242,0.386,4.4,6.4,13.5,2.7,6.4,1.8,2.1,0,0,1,0,0,0,1,0
Henk Norel,2009,47,21.75,83.0,230,,14.6,7.6,1.3,0.5,1.1,6.3,2.4,30.0,36.0,,,,,,0.516,0.167,0.049,0.402,0.694,0.52,0.554,,,0.54,,,,,,,,,,0.318,,5.7,11.0,0.1,0.5,3.1,4.4,0,1,0,0,0,0,0,1
Taylor Griffin,2009,48,23.16,79.0,238,,11.5,7.0,1.6,1.6,1.2,3.3,2.1,36.0,36.0,,,,,,0.536,0.357,0.06,0.558,0.7,0.547,0.587,16.2,0.49,0.77,,,,,,,0.074,0.085,0.159,0.32,-1.6,4.2,7.8,0.2,0.5,3.0,4.3,0,0,1,0,0,0,1,0
Sergiy Gladyr,2009,49,20.66,77.0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Goran Suton,2009,50,23.85,82.0,245,,14.1,11.3,2.1,1.5,0.7,3.4,2.4,32.0,36.0,,,,,,0.521,0.438,0.203,0.335,0.848,0.566,0.611,19.1,0.63,0.86,,,,,,,0.112,0.136,0.248,0.358,,5.2,9.9,0.9,2.0,2.8,3.3,0,0,1,0,0,0,1,0
Jack McClinton,2009,51,24.41,72.75,185,74.5,21.6,3.5,3.2,0.8,0.0,1.8,2.9,32.0,36.0,36.5,10.44,,3.21,96.0,0.449,0.453,0.501,0.294,0.885,0.563,0.608,28.3,0.74,1.08,,,,,,,0.163,0.05,0.214,0.405,,7.0,15.6,3.5,7.8,4.1,4.6,0,0,1,0,0,0,1,0
A.J. Price,2009,52,22.69,74.0,193,75.75,16.7,3.9,5.3,0.8,0.0,1.4,3.0,35.0,36.0,31.0,10.99,,3.22,97.0,0.408,0.402,0.489,0.309,0.721,0.506,0.538,25.1,1.12,1.74,,,,,,,0.076,0.068,0.144,0.367,-0.6,5.5,13.5,2.7,6.6,3.0,4.2,1,0,0,0,0,0,1,0
Nando de Colo,2009,53,21.98,77.0,190,,18.7,4.5,4.2,1.3,0.1,3.5,3.1,27.0,36.0,,,,,,0.444,0.352,0.414,0.318,0.875,0.517,0.57,,,1.35,,,,,,,,,,0.377,-1.5,6.3,14.3,2.1,5.9,4.0,4.5,0,1,0,0,0,0,0,1
Robert Vaden,2009,54,24.29,77.0,205,,17.4,4.9,2.0,1.0,0.6,1.8,2.4,34.0,36.0,,,,,,0.397,0.346,0.621,0.192,0.74,0.504,0.527,27.5,0.43,0.83,,,,,,,0.068,0.077,0.145,0.379,-2.2,6.0,15.2,3.3,9.4,2.1,2.9,1,0,0,0,0,0,1,0
Patty Mills,2009,55,20.85,72.5,175,74.0,19.8,2.6,4.2,2.4,0.2,1.8,3.1,26.0,36.0,33.0,10.87,,3.1,95.0,0.402,0.338,0.489,0.244,0.859,0.485,0.529,30.0,0.86,1.35,,,,,,,0.083,0.088,0.166,0.387,2.4,6.8,16.8,2.8,8.2,3.5,4.1,1,0,0,0,1,0,0,0
Ahmad Nivins,2009,56,22.35,81.0,242,,17.5,10.8,0.9,0.7,1.6,2.0,2.5,32.0,36.0,,,,,,0.612,0.0,0.003,0.77,0.787,0.612,0.67,22.8,0.27,0.37,,,,,,,0.175,0.092,0.267,0.329,,5.9,9.6,0.0,0.0,5.8,7.4,1,0,0,0,0,0,1,0
Emir Preldžić,2009,57,21.78,81.0,220,,11.6,6.0,4.0,1.8,0.4,4.3,3.4,16.0,36.0,,,,,,0.358,0.245,0.462,0.34,0.806,0.415,0.475,,,1.18,,,,,,,,,,0.35,,3.8,10.5,1.2,4.9,2.9,3.6,0,1,0,0,0,0,0,1
Lester Hudson,2009,58,24.86,75.0,190,,27.5,7.9,4.2,2.3,0.6,2.7,3.3,32.0,36.0,,,,,,0.449,0.355,0.429,0.241,0.881,0.525,0.566,36.4,0.76,1.27,,,,,,,0.149,0.114,0.264,0.399,-0.9,9.8,21.8,3.3,9.3,4.6,5.2,1,0,0,0,0,0,1,0
Chinemelu Elonu,2009,59,22.27,82.0,235,,14.8,11.1,0.4,0.4,2.4,4.2,2.8,34.0,36.0,,,,,,0.665,,0.0,0.624,0.628,0.665,0.664,,,0.16,,,,,,,,,,0.307,,5.7,8.6,0.0,0.0,3.4,5.4,0,0,1,0,0,1,0,0
Robert Dozier,2009,60,23.61,81.0,220,,15.4,8.9,1.7,1.5,2.0,3.3,2.4,37.0,36.0,,,,,,0.519,0.375,0.175,0.538,0.721,0.552,0.594,20.7,0.45,0.72,,,,,,,0.111,0.19,0.301,0.334,,5.3,10.3,0.7,1.8,4.0,5.5,1,0,0,0,0,0,1,0
Derrick Rose,2008,1,19.7,74.5,196,80.0,18.4,5.6,5.8,1.5,0.5,2.1,3.3,40.0,36.0,40.0,11.69,,3.05,98.5,0.477,0.337,0.239,0.47,0.712,0.517,0.56,26.0,1.17,1.77,,,,,,,0.096,0.13,0.226,0.338,2.7,6.4,13.4,1.1,3.2,4.5,6.3,1,0,0,1,0,0,0,0
Michael Beasley,2008,2,19.43,80.25,239,84.25,29.9,14.1,1.3,1.5,1.9,2.9,3.3,33.0,36.0,35.0,11.06,,3.24,107.0,0.532,0.379,0.165,0.484,0.774,0.563,0.61,35.0,0.27,0.4,,,,,,,0.207,0.207,0.411,0.351,-0.9,10.6,20.0,1.2,3.3,7.5,9.6,0,0,1,1,0,0,0,0
O.J. Mayo,2008,3,20.61,76.25,200,78.0,20.3,4.4,3.2,1.5,0.4,2.4,3.5,33.0,36.0,41.0,11.04,,3.14,99.5,0.442,0.409,0.401,0.284,0.803,0.524,0.562,31.8,0.67,0.93,,,,,,,0.112,0.059,0.171,0.378,0.4,7.0,15.9,2.6,6.4,3.6,4.5,1,0,0,1,0,0,0,0
Russell Westbrook,2008,4,19.59,75.5,192,79.75,13.6,4.2,4.6,1.7,0.2,2.5,2.6,39.0,36.0,36.5,10.98,,3.08,100.0,0.465,0.338,0.197,0.384,0.713,0.499,0.538,21.8,1.12,1.74,,,,,,,0.061,0.1,0.161,0.332,6.8,5.0,10.7,0.7,2.1,2.9,4.1,1,0,0,0,1,0,0,0
Kevin Love,2008,5,19.77,81.5,255,83.25,21.2,12.9,2.3,0.8,1.7,2.3,2.4,39.0,36.0,35.0,11.17,,3.22,106.0,0.559,0.354,0.202,0.635,0.767,0.595,0.644,27.0,0.52,0.96,,,,,,,0.194,0.197,0.391,0.343,4.0,7.1,12.6,0.9,2.6,6.2,8.0,1,0,0,1,0,0,0,0
Danilo Gallinari,2008,6,19.85,81.0,220,,18.2,5.7,1.6,2.0,0.5,2.8,1.8,40.0,36.0,,,,,,0.451,0.383,0.4,0.577,0.837,0.527,0.604,,,0.87,,,,,,,,,,0.369,2.9,5.3,11.8,1.8,4.7,5.7,6.8,0,1,0,0,0,0,0,1
Eric Gordon,2008,7,19.47,75.25,222,81.0,21.7,3.4,2.5,1.4,0.6,2.2,3.7,32.0,36.0,40.0,10.81,,3.01,99.0,0.433,0.337,0.489,0.652,0.834,0.515,0.601,30.8,0.49,0.68,,,,,,,0.151,0.065,0.216,0.375,1.2,6.0,13.8,2.3,6.7,7.5,9.0,0,0,1,1,0,0,0,0
Joe Alexander,2008,8,21.5,80.25,220,83.5,19.2,7.3,2.8,0.8,1.7,3.3,2.5,36.0,36.0,38.5,11.33,,2.99,106.0,0.462,0.268,0.086,0.409,0.814,0.474,0.536,28.9,0.58,1.1,,,,,,,0.077,0.137,0.215,0.336,-1.6,6.9,15.0,0.3,1.3,5.0,6.1,0,0,1,0,0,1,0,0
D.J. Augustin,2008,9,20.6,71.5,172,75.5,18.6,2.8,5.6,1.2,0.0,1.5,2.7,38.0,36.0,35.0,11.27,,3.07,94.5,0.439,0.381,0.352,0.401,0.783,0.506,0.557,,,2.09,,,,,,,,,,0.362,0.6,6.1,14.0,1.9,4.9,4.4,5.6,0,0,1,0,1,0,0,0
Brook Lopez,2008,10,20.21,84.5,258,89.5,22.6,9.6,1.6,0.7,2.4,2.9,2.5,27.0,36.0,30.5,12.77,,3.57,113.0,0.468,0.0,0.015,0.494,0.789,0.468,0.537,33.7,0.34,0.64,,,,,,,0.096,0.168,0.26,0.33,3.0,8.0,17.0,0.0,0.3,6.6,8.4,0,0,1,0,1,0,0,0
